1.638965,1.500701
0.677570,2.200600
2.319851,2.085714
0.248644,1.016079
2.135297,2.677857
2.634196,2.168467
2.747095,0.833814
3.774966,3.212679
2.720014,3.034261
3.492524,2.080220
0.843599,0.617823
2.653893,1.229145
2.415988,2.526911
2.808941,3.184639
2.666015,2.374321
1.594954,3.447232
2.540544,1.482833
1.898077,0.677233
2.798954,0.839284
3.051812,3.248673
1.274785,1.446153
2.250706,1.949603
3.640360,2.920515
1.870364,2.927486
2.583938,0.820898
1.911876,1.526794
2.280394,2.892070
0.641488,1.572768
2.881390,2.572178
1.225345,2.200890
2.507807,2.322148
3.556218,2.360011
0.618212,1.974452
1.560596,2.564129
2.009374,1.364254
0.918004,2.456041
1.248704,2.813348
3.857815,4.679717
2.074119,1.775111
2.914317,0.926748
2.011685,2.368798
0.979241,0.460971
2.951055,2.449297
1.042863,1.371614
2.202152,2.715420
1.431606,2.400251
2.771827,2.444165
3.071333,1.607818
1.613025,1.874080
2.112865,1.878278
3.436070,3.015424
2.697938,1.895661
1.937652,2.341703
0.279226,0.453804
1.814178,1.739732
3.674962,3.648448
0.716218,3.179460
2.015816,2.317363
2.614400,1.445722
0.634320,1.386253
1.769640,0.860253
1.486070,0.084219
0.396539,2.586995
3.140978,2.574681
2.165437,1.661962
3.308632,3.377195
2.683186,3.156778
2.021278,3.571212
2.839348,2.517286
1.910906,0.680041
1.149443,2.456585
3.299804,3.484438
1.384023,2.165846
3.731459,2.411002
1.399493,1.696478
1.609843,1.956291
2.472792,2.705046
2.103368,1.389016
0.147275,0.621108
2.703422,3.359976
2.450557,3.237641
1.406968,0.586286
0.959301,1.372082
0.339679,2.236472
2.589380,1.835644
3.178247,2.362437
1.896196,2.237348
1.346787,2.173970
1.261973,2.715507
0.869115,3.589284
1.886735,1.029577
2.686184,3.168656
1.836524,2.550525
1.626579,1.553750
3.490768,1.975921
1.958494,2.814893
2.437459,1.191720
1.657362,2.042680
2.688580,2.842306
2.521075,1.378105
1.409755,1.970539
0.535149,1.588951
3.662009,2.724184
1.297073,1.810859
-0.372410,3.480321
0.937811,2.073377
0.848115,1.499506
1.893547,2.652516
2.787696,2.550877
2.379400,2.461274
0.929079,-0.938186
2.212039,0.599323
1.864230,2.953180
2.483204,1.405459
2.279672,2.959270
2.524287,2.740745
2.286334,1.634733
-0.173670,0.460249
3.660598,3.847052
2.146907,2.999341
2.743711,2.628975
1.129791,1.995546
3.206738,2.872237
2.737979,2.084650
0.268581,0.673563
2.633027,3.550889
-0.354074,0.678391
3.557930,3.073696
1.256657,0.548988
1.228324,2.002958
2.832508,2.772983
5.319214,4.294826
2.842622,1.594839
1.301361,-0.128780
2.315719,2.446460
1.469752,0.033890
0.987554,0.997787
2.618960,3.081063
2.127718,1.527501
2.132206,1.746893
1.570626,2.232756
1.245377,0.007561
1.128783,-0.823305
1.837291,2.425608
2.068004,1.445304
2.426740,1.933739
2.085604,2.935206
2.037270,1.344361
1.067274,1.374573
0.981226,1.610855
2.998021,2.437840
1.047640,1.658010
1.959438,2.076765
1.189295,0.597724
1.627296,1.425103
1.639129,2.737906
0.878414,1.691923
0.858920,0.879924
1.564545,1.254278
1.784335,1.654192
1.618421,2.213578
1.662406,3.754794
3.478331,2.264142
0.601215,1.392878
1.145324,1.773669
2.459233,1.561979
2.272932,1.595770
1.229050,1.081993
2.875594,2.554209
1.924253,1.360529
2.590220,2.833907
2.041324,1.534381
2.291906,2.523956
3.957810,2.550346
2.728915,2.515467
0.993068,2.468424
1.337214,1.177276
2.517733,1.515204
2.160362,1.871704
2.134133,1.306902
0.783863,2.316602
1.893333,2.295045
1.602928,1.201708
1.799634,1.812226
2.301915,1.528905
1.729774,2.227773
0.263637,1.222908
0.518963,-0.248384
1.152877,1.336219
0.507724,-0.300574
3.026917,2.427524
4.102225,3.576470
2.582231,2.732625
0.765945,2.642116
1.465361,0.888457
2.532090,3.024010
2.227626,4.059085
1.213163,0.743987
2.806682,4.160554
1.480286,2.718103
3.680502,3.081127
1.971969,2.018949
2.078343,2.701193
2.995776,2.853397
1.638602,2.153040
1.946044,0.821402
2.689743,3.967420
2.086451,1.337964
0.598826,0.714500
0.944939,1.012458
-0.662330,1.093010
1.729824,2.701395
0.756772,2.125404
2.492622,3.178674
1.962747,0.204008
4.044348,2.005116
1.874542,2.592084
0.661873,0.735968
1.279628,-0.100473
3.502946,3.447399
1.683737,1.651042
3.835017,3.745897
2.794867,3.464540
2.152456,1.212577
2.974629,1.915415
1.576711,2.531853
2.601641,3.105687
2.855653,2.062780
2.610312,1.575070
3.078413,1.880535
0.280866,0.316130
2.498990,2.712970
2.207764,1.986794
1.089362,1.846870
2.747337,2.171518
3.389162,1.087241
2.628757,3.995631
0.699934,0.450898
1.345062,1.656312
-1.226176,-0.106602
2.588550,1.633010
3.289492,3.492955
3.366146,1.943892
3.100723,2.019175
0.098073,0.979712
1.266932,2.746877
2.363639,1.502355
0.411481,0.950391
2.993451,2.803112
3.449708,2.066908
0.243198,2.152615
2.929710,3.492680
2.807036,2.319910
2.945024,2.081033
2.373454,1.542504
1.790897,1.740658
2.660717,1.753153
2.121803,2.877194
2.054971,1.077415
1.538282,2.289669
3.174067,3.717427
2.288550,2.859148
3.563443,1.758561
3.385451,3.433536
2.227232,1.322915
2.277723,0.616203
2.662735,1.451719
2.540807,2.588206
2.937418,2.552862
1.416971,0.840079
1.841123,0.711416
0.820392,2.261960
4.538955,3.742059
1.601764,1.398718
1.980571,1.376586
2.002850,1.847172
0.861461,1.115881
1.913566,1.501689
2.638558,2.206000
1.868887,1.447902
0.711347,2.786748
1.408596,1.082572
1.163756,0.755681
4.269111,3.261024
3.795910,3.444397
1.145831,2.822268
1.826423,1.607322
2.387281,0.176146
1.410519,2.181384
2.708616,3.852370
1.914497,1.499210
0.316648,2.587341
1.718389,1.966609
2.822740,1.972896
1.708950,0.852866
2.176851,1.699193
1.418360,1.752022
1.356472,0.846456
2.723100,1.744337
2.196119,2.573419
1.805511,0.883346
0.569080,1.924718
0.703557,2.580353
3.292448,2.047794
2.792395,4.288439
1.461095,1.405510
2.320285,1.194796
-0.182694,-0.053473
1.542378,2.268145
1.471492,1.695376
2.448837,2.920305
-0.302591,1.042829
0.875868,0.364652
2.919916,2.794129
1.404645,2.498837
2.700942,4.230493
2.350279,1.923398
3.703936,2.049080
1.250454,1.323772
3.764678,2.469600
1.456287,3.125309
2.976384,1.473241
2.349182,2.076458
4.362720,4.308425
1.851892,2.548098
-0.164525,0.962040
2.786127,1.679601
-0.258204,-0.198986
1.999999,1.975874
1.900634,1.756273
2.770235,2.223376
2.300078,1.756653
2.564127,2.670558
1.468820,2.972813
3.750054,4.841561
1.957554,-0.115837
2.482497,2.111056
3.607849,2.830033
2.085652,3.837922
0.553901,1.825456
1.939540,0.810488
2.209561,2.698935
2.701895,3.414893
2.395538,2.020717
1.162159,1.606422
1.732941,2.892271
2.628261,3.244196
1.641132,1.331586
2.343117,1.092004
1.292220,1.107318
1.928187,2.977196
3.314210,1.905749
3.045075,3.651085
2.231487,3.986281
2.954776,4.651232
1.865610,1.768897
2.272346,2.671482
1.480942,2.584244
1.825925,1.976227
2.343370,2.286425
2.588520,0.878352
2.795931,3.539195
1.944018,1.760035
1.810245,2.157827
2.856598,2.078293
2.319579,1.341207
2.497735,0.795151
0.872426,1.345024
1.286926,2.269617
0.050472,1.064842
4.234032,2.954455
2.528063,2.554154
1.914566,1.188822
2.215947,1.460564
3.232921,1.826259
3.475386,2.123701
2.318310,3.371952
1.506013,4.138395
1.480356,1.665192
2.393205,3.093515
2.437512,2.559522
-0.169068,-0.265128
1.356288,0.653112
1.144901,2.915701
1.636745,3.449194
1.668302,1.105835
0.966042,1.938596
2.246609,0.676384
2.753479,2.505960
